PixelID,Latitude,Longitude,Timestamp,LST,NDVI,NDBI,NDWI,MNDWI,SAVI,Albedo,Impervious_Frac,LULC_ESA,LULC_DW,Population_Density,Building_Height,Building_Density,Building_Volume,Road_Density_Proxy,Street_Width_Proxy,Tree_Cover_Pct,Dist_Water,Dist_Green,Elevation,Slope,Aspect,AirTemp,Humidity,WindSpeed,WindDirection,SolarRadiation,Cloud_Cover_Proxy,Pressure,Rainfall,Nighttime_Lights,UHI_Intensity,UTFVI,UTCI_Approx,Anthropogenic_Heat,Green_Space_Density,Surface_Roughness,QualityScore,LULC_ESA_Trees,LULC_ESA_Shrubland,LULC_ESA_Grassland,LULC_ESA_Cropland,LULC_ESA_Built_up,LULC_ESA_Bare,LULC_ESA_Water,LULC_DW_Water,LULC_DW_Trees,LULC_DW_Grass,LULC_DW_Flooded_Veg,LULC_DW_Crops,LULC_DW_Shrub,LULC_DW_Built,LULC_DW_Bare,AirTemp_zscore,Albedo_norm,Anthropogenic_Heat_zscore,Aspect_cos,Aspect_sin,Building_Density_zscore,Building_Height_zscore,Building_Volume_zscore,Dist_Green_zscore,Dist_Water_zscore,Elevation_zscore,Green_Space_Density_norm,Humidity_zscore,Impervious_Frac_norm,LST_zscore,MNDWI_norm,NDBI_norm,NDVI_norm,NDWI_norm,Nighttime_Lights_zscore,Population_Density_zscore,Pressure_zscore,QualityScore_norm,Rainfall_zscore,Road_Density_Proxy_norm,SAVI_norm,Slope_zscore,SolarRadiation_zscore,Surface_Roughness_zscore,Tree_Cover_Pct_norm,UHI_Intensity_zscore,UTFVI_zscore,WindDirection_cos,WindDirection_sin,WindSpeed_zscore
1614,28.498932,77.105755,2024-03-01_to_2024-06-30,33.280000,0.391200,0.015000,-0.282100,-0.247700,0.391200,0.184200,0,40,2,63.000000,4.120000,2.910000,11.990000,0.094300,7.357500,7.200000,4775.900000,1329.000000,231.800000,1.620000,247.000000,37.200000,35.600000,3.090000,312.900000,264.420000,0.244500,1006.340000,39.830000,6.300000,-2.720000,-0.124300,33.490000,0.093700,0.294600,4.810000,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.100750,0.385386,-0.054012,-0.390731,-0.920505,-0.468500,-0.070488,-0.354259,0.369383,1.539003,-0.321428,0.383015,-0.819180,0.000000,-0.552439,0.273020,0.485807,0.546385,0.198106,-0.256635,-0.311580,0.521240,0.375000,-0.792862,0.324157,0.546385,-0.628900,0.375134,0.224495,0.090000,-0.552439,-0.553128,0.680721,-0.732543,0.111515
1615,28.665273,77.302812,2024-03-01_to_2024-06-30,32.940000,0.589200,-0.266800,-0.197500,-0.237600,0.589200,0.266600,0,10,5,40.500000,1.460000,9.440000,13.780000,0.050800,6.270000,56.700000,1078.600000,42.500000,268.500000,1.550000,275.700000,38.230000,59.800000,3.990000,102.000000,319.390000,0.087500,1000.370000,38.730000,8.990000,-3.060000,-0.133100,34.420000,0.038700,0.489100,5.900000,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.612014,0.691024,-0.415758,0.099320,-0.995056,-0.139069,-0.509708,-0.349912,-0.927831,-0.998376,1.270518,0.635973,1.307631,0.000000,-0.621308,0.280962,0.051064,0.766630,0.275127,-0.047286,-0.367764,-0.297869,0.125000,-0.818555,0.251585,0.766630,-0.677126,1.716414,0.728755,0.708750,-0.621308,-0.620863,-0.207912,0.978148,0.887824
1616,28.529582,77.234858,2024-03-01_to_2024-06-30,33.980000,0.739400,-0.259100,-0.125700,-0.065000,0.739400,0.261700,0,20,0,5.200000,2.910000,5.590000,16.270000,-0.087600,5.000000,55.000000,4401.100000,50.200000,247.500000,0.030000,47.400000,38.800000,51.970000,3.000000,249.700000,185.480000,0.470100,1003.380000,48.890000,6.270000,-2.020000,-0.105900,35.230000,0.015000,0.531900,1.560000,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.894947,0.672849,-0.571638,0.676876,0.736097,-0.333297,-0.270284,-0.343864,-0.920067,1.281786,0.359595,0.691637,0.619494,0.000000,-0.410650,0.416686,0.062944,0.933704,0.340495,-0.258970,-0.455911,0.115116,0.562500,-0.581243,0.020687,0.933704,-1.724319,-1.551020,-1.279032,0.687500,-0.410650,-0.411501,-0.346936,-0.937889,0.033884
1617,28.746042,77.192403,2024-03-01_to_2024-06-30,43.500000,0.005900,0.348300,-0.304200,-0.348500,0.005900,0.165100,1,50,6,1813.800000,16.560000,47.470000,786.100000,0.301400,12.535000,14.600000,3938.600000,1836.700000,225.800000,1.360000,24.300000,35.270000,28.570000,2.300000,12.900000,242.300000,0.307700,1003.230000,118.290000,22.700000,7.500000,0.144800,32.370000,0.145600,0.143900,1.570000,11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.142750,0.314540,0.287346,0.911403,0.411514,1.779502,1.983605,1.525853,0.881311,0.964382,-0.581692,0.187020,-1.437010,1.000000,1.517678,0.193756,1.000000,0.117798,0.177986,1.019695,4.060308,0.094535,0.562500,1.039762,0.669670,0.117798,-0.808025,-0.164599,-1.274406,0.182500,1.517678,1.518170,0.974761,0.223250,-0.569912
1618,28.617867,77.200100,2024-03-01_to_2024-06-30,33.430000,0.709600,-0.038700,-0.262700,-0.163100,0.709600,0.288400,0,10,4,22.800000,1.270000,4.080000,5.180000,-0.071300,5.000000,61.700000,4215.500000,30.400000,226.100000,0.460000,210.600000,33.170000,60.060000,4.760000,166.500000,303.480000,0.132900,996.160000,20.110000,8.810000,-2.570000,-0.120100,28.740000,0.038400,0.698400,2.310000,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.899633,0.771884,-0.417732,-0.860742,-0.509041,-0.409474,-0.541080,-0.370799,-0.940032,1.154412,-0.568679,0.908181,1.330481,0.000000,-0.522056,0.339545,0.402962,0.900556,0.215768,-0.061294,-0.411962,-0.875498,0.625000,-1.253470,0.047881,0.900556,-1.428074,1.328207,-0.932064,0.771250,-0.522056,-0.520800,-0.972370,0.233445,1.552000
1619,28.664361,77.132725,2024-03-01_to_2024-06-30,32.470000,0.571900,-0.179700,-0.106000,-0.098200,0.571900,0.267100,0,10,2,6.800000,1.740000,0.650000,1.130000,-0.013800,5.000000,76.700000,1878.700000,52.900000,234.800000,3.430000,337.500000,31.780000,25.130000,4.690000,136.100000,191.240000,0.453600,990.690000,9.530000,5.070000,-3.530000,-0.145500,26.240000,0.069600,0.343900,1.610000,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.589591,0.692878,-0.212523,0.923880,-0.382683,-0.582514,-0.463474,-0.380636,-0.917344,-0.449284,-0.191296,0.447132,-1.739334,0.000000,-0.716509,0.390580,0.185437,0.747386,0.358430,-0.352360,-0.451916,-1.626004,0.312500,-1.500591,0.143810,0.747386,0.618088,-1.410474,-1.255901,0.958750,-0.716509,-0.716307,-0.720551,0.693402,1.491620
1620,28.497741,77.165988,2024-03-01_to_2024-06-30,28.360000,0.267700,0.006200,0.580400,0.540500,0.267700,0.272600,0,80,6,31.200000,3.010000,5.260000,15.830000,0.025000,5.625000,9.700000,1639.400000,2199.100000,231.000000,0.490000,339.500000,32.770000,32.070000,1.260000,59.800000,294.030000,0.159900,1006.520000,124.070000,0.800000,-7.640000,-0.253700,31.680000,0.065200,0.010000,1.110000,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.098182,0.713279,-0.241462,0.936672,-0.350207,-0.349945,-0.253772,-0.344933,1.246729,-0.613511,-0.356130,0.012876,-1.129413,0.000000,-1.549012,0.892821,0.472231,0.409010,0.983339,-0.684673,-0.390987,0.545936,0.375000,1.174768,0.208542,0.409010,-1.407406,1.097625,-1.487213,0.121250,-1.549012,-1.549137,0.503020,0.864275,-1.466980
1621,28.525946,77.072535,2024-03-01_to_2024-06-30,33.960000,0.295000,-0.014100,-0.100400,-0.080000,0.295000,0.340400,0,40,5,37.000000,2.750000,1.030000,2.830000,-0.098800,5.000000,14.200000,157.400000,553.900000,255.200000,3.150000,106.800000,37.340000,34.090000,3.970000,166.200000,262.510000,0.250000,1000.890000,111.300000,8.570000,-2.040000,-0.106400,32.540000,0.027200,0.115900,5.070000,16,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.170242,0.964763,-0.491396,-0.289032,0.957319,-0.563344,-0.296703,-0.376507,-0.412172,-1.630576,0.693600,0.150605,-0.951886,0.000000,-0.414701,0.404891,0.440913,0.439377,0.363529,-0.079972,-0.376504,-0.226523,0.875000,0.876493,0.002002,0.439377,0.425184,0.328530,0.344777,0.177500,-0.414701,-0.415349,-0.971134,0.238533,0.870573
1622,28.487784,77.352978,2024-03-01_to_2024-06-30,44.530000,0.253800,0.010000,-0.372800,-0.441600,0.253800,0.327700,0,60,5,14.800000,0.000000,8.930000,33.580000,-0.062000,5.000000,4.900000,4404.900000,1678.100000,279.800000,4.610000,93.300000,33.300000,63.340000,3.490000,92.000000,224.710000,0.358000,993.130000,76.430000,7.360000,8.530000,0.171800,30.050000,0.021100,0.064700,1.310000,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.835104,0.917656,-0.531517,-0.057564,0.998342,-0.164797,-0.750783,-0.301823,0.721390,1.284393,1.760682,0.084016,1.618743,0.000000,1.726311,0.120547,0.478093,0.393548,0.115532,-0.174141,-0.431939,-1.291226,0.312500,0.062020,0.063397,0.393548,1.431041,-0.593799,-1.394688,0.061250,1.726311,1.725993,-0.034899,0.999391,0.456541
1623,28.732714,77.329298,2024-03-01_to_2024-06-30,30.920000,0.173200,-0.251100,0.203300,0.269500,0.173200,0.206700,0,80,0,94.500000,0.520000,1.170000,0.610000,0.077000,6.925000,7.700000,2746.400000,2055.400000,214.100000,4.620000,27.500000,35.650000,54.700000,1.500000,76.100000,317.940000,0.091600,1011.720000,108.910000,5.860000,-5.080000,-0.186300,34.710000,0.057000,0.007300,4.120000,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.331372,0.468843,-0.295395,0.887011,0.461749,-0.556281,-0.664920,-0.381899,1.101832,0.146200,-1.089206,0.009364,0.859419,0.000000,-1.030470,0.679720,0.075285,0.303893,0.640022,-0.290878,-0.232922,1.259398,0.312500,0.820669,0.295295,0.303893,1.437931,1.681034,-0.094715,0.096250,-1.030470,-1.030350,0.240228,0.970716,-1.259965
1624,28.520373,77.300628,2024-03-01_to_2024-06-30,30.220000,0.782400,-0.015900,-0.089000,-0.185500,0.782400,0.284700,0,10,2,42.200000,4.040000,9.970000,40.280000,-0.027500,5.000000,62.500000,4921.400000,24.800000,221.300000,1.020000,114.400000,33.270000,41.280000,4.680000,263.600000,182.940000,0.477300,1005.900000,81.840000,9.070000,-5.780000,-0.204700,27.920000,0.056100,0.760000,4.290000,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.849996,0.758160,-0.301315,-0.413104,0.910684,-0.112331,-0.083698,-0.285550,-0.945678,1.638857,-0.776890,0.988295,-0.319995,0.000000,-1.172259,0.321931,0.438136,0.981535,0.373908,-0.041060,-0.363519,0.460870,1.000000,0.188384,0.120954,0.981535,-1.042266,-1.612996,-0.016069,0.781250,-1.172259,-1.171978,-0.111469,-0.993768,1.482995
1625,28.661597,77.305057,2024-03-01_to_2024-06-30,37.250000,0.222400,-0.126800,-0.474300,-0.490500,0.222400,0.153800,0,40,3,88.100000,3.430000,5.840000,20.030000,0.065700,6.642500,9.800000,2884.100000,2461.100000,221.900000,3.450000,340.800000,35.210000,62.400000,3.120000,354.600000,219.130000,0.373900,1008.040000,40.770000,4.720000,1.250000,-0.019700,32.210000,0.014500,0.136100,2.420000,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.112968,0.272626,-0.574927,0.944376,-0.328867,-0.320684,-0.184421,-0.334732,1.510911,0.240700,-0.750864,0.176876,1.536132,0.000000,0.251706,0.082095,0.267047,0.358621,0.023125,-0.379599,-0.248903,0.754487,0.187500,-0.770906,0.276443,0.358621,0.631867,-0.729952,-0.881176,0.122500,0.251706,0.251992,0.995562,-0.094108,0.137392
1626,28.638753,77.070092,2024-03-01_to_2024-06-30,42.950000,0.093900,0.303700,-0.087600,-0.053000,0.093900,0.283700,1,50,5,1933.700000,26.710000,46.270000,1235.870000,0.377800,14.445000,13.400000,1621.800000,1379.900000,208.500000,0.270000,88.700000,36.880000,40.670000,4.060000,135.100000,206.630000,0.409600,1006.930000,108.060000,55.500000,6.950000,0.130100,31.980000,0.231800,0.085000,7.130000,14,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.941911,0.754451,0.854302,0.022687,0.999743,1.718963,3.659574,2.618228,0.420707,-0.625589,-1.332119,0.110417,-0.373604,1.000000,1.406273,0.426123,0.931194,0.215684,0.375182,3.572356,4.359708,0.602190,0.750000,0.800815,0.797130,0.215684,-1.558973,-1.034955,1.297782,0.167500,1.406273,1.405022,-0.708340,0.705872,0.948204
1627,28.597382,77.211039,2024-03-01_to_2024-06-30,44.120000,0.207800,-0.008700,-0.203400,-0.286100,0.207800,0.270000,0,60,4,9.600000,0.000000,1.230000,2.980000,0.078900,6.972500,9.900000,4344.100000,2828.800000,248.500000,4.630000,126.100000,36.930000,40.560000,3.080000,96.500000,237.120000,0.322500,1004.630000,78.690000,3.840000,8.120000,0.161000,33.280000,0.064000,0.025000,2.110000,14,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.966730,0.703635,-0.249355,-0.589196,0.807990,-0.553254,-0.750783,-0.376142,1.881673,1.242668,0.402973,0.032384,-0.383272,0.000000,1.643263,0.242825,0.449244,0.342380,0.269756,-0.448085,-0.444924,0.286621,0.750000,0.114808,0.298465,0.342380,1.444820,-0.290992,-1.024589,0.123750,1.643263,1.642864,-0.113203,0.993572,0.102889
1628,28.564322,77.164574,2024-03-01_to_2024-06-30,47.130000,0.144800,0.105700,-0.164100,-0.177200,0.144800,0.296500,1,50,4,1141.900000,24.460000,49.390000,1208.080000,0.317700,12.942500,8.000000,649.900000,2023.900000,261.000000,2.670000,178.500000,38.040000,57.470000,2.150000,236.800000,220.420000,0.370200,1007.830000,59.240000,37.650000,11.130000,0.240300,35.840000,0.575500,0.119400,4.990000,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.517704,0.801929,3.114891,-0.999657,0.026177,1.876364,3.288053,2.550733,1.070070,-1.292584,0.945189,0.155157,1.102860,1.000000,2.252955,0.328458,0.625733,0.272303,0.305535,2.183179,2.382520,0.725674,0.937500,-0.339494,0.696864,0.272303,0.094491,-0.698476,0.307767,0.100000,2.252955,2.253246,-0.547563,-0.836764,-0.699297
1629,28.658403,77.073183,2024-03-01_to_2024-06-30,26.270000,0.729000,-0.137200,-0.362500,-0.272500,0.729000,0.138100,0,20,4,29.100000,4.080000,2.070000,8.450000,0.095000,7.375000,77.300000,4439.600000,22.700000,208.800000,4.870000,295.800000,37.390000,47.670000,3.730000,19.300000,241.260000,0.310700,998.450000,118.420000,9.440000,-9.730000,-0.308800,33.200000,0.072500,0.397000,6.250000,16,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.195061,0.214392,-0.193449,0.435231,-0.900319,-0.510877,-0.077093,-0.362857,-0.947796,1.308207,-1.319106,0.516192,0.241589,0.000000,-1.972353,0.253519,0.251003,0.922136,0.124909,-0.012265,-0.396231,-0.561300,0.875000,1.042798,0.325325,0.922136,1.610166,-0.189975,0.890673,0.966250,-1.972353,-1.973249,0.943801,0.330514,0.663557
1630,28.672547,77.087980,2024-03-01_to_2024-06-30,40.790000,0.323500,-0.292900,-0.427400,-0.362100,0.323500,0.093100,0,40,5,33.600000,0.000000,7.910000,33.540000,0.067800,6.695000,11.200000,2368.700000,2125.200000,273.600000,0.230000,253.000000,34.760000,58.780000,4.870000,54.800000,305.210000,0.128000,995.190000,25.380000,6.270000,4.790000,0.073500,30.060000,0.003200,0.207300,1.560000,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.110400,0.047478,-0.649250,-0.292372,-0.956305,-0.216255,-0.750783,-0.301920,1.172214,-0.113008,1.491743,0.269476,1.217989,0.000000,0.968753,0.183062,0.010799,0.471079,0.065823,-0.258970,-0.384994,-1.008586,0.187500,-1.130376,0.279947,0.471079,-1.586531,1.370419,-1.279032,0.140000,0.968753,0.969365,0.576432,0.817145,1.646882
1631,28.619443,77.176767,2024-03-01_to_2024-06-30,31.030000,0.722900,-0.283800,-0.109800,-0.153200,0.722900,0.198400,0,10,7,11.000000,0.520000,7.480000,3.890000,0.039700,5.992500,68.900000,1353.100000,17.000000,206.400000,1.780000,324.600000,34.850000,29.320000,4.640000,295.800000,256.400000,0.267400,1007.220000,18.950000,1.940000,-4.970000,-0.183400,29.390000,0.046700,0.556100,6.230000,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.065726,0.438056,-0.363141,0.815128,-0.579281,-0.237948,-0.664920,-0.373932,-0.953543,-0.809993,-1.423212,0.723111,-1.371097,0.000000,-1.008189,0.347330,0.024838,0.915350,0.354971,-0.595952,-0.441428,0.641979,0.437500,-1.280565,0.233066,0.915350,-0.518669,0.179444,0.881421,0.861250,-1.008189,-1.008029,0.435231,-0.900319,1.448492
1632,28.533804,77.193008,2024-03-01_to_2024-06-30,42.250000,0.341900,-0.159300,-0.231300,-0.133200,0.341900,0.207600,0,40,3,68.800000,4.620000,4.550000,21.020000,-0.011400,5.000000,12.600000,4095.100000,1711.800000,214.800000,1.320000,242.700000,37.180000,36.420000,2.840000,112.000000,207.570000,0.406900,1007.310000,118.840000,1.240000,6.250000,0.111900,33.530000,0.019000,0.246500,1.460000,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.090823,0.472181,-0.545330,-0.458650,-0.888617,-0.385764,0.012072,-0.332328,0.755371,1.071784,-1.058842,0.320458,-0.747115,0.000000,1.264484,0.363057,0.216908,0.491546,0.244355,-0.650430,-0.297097,0.654328,0.125000,1.052608,0.147814,0.491546,-0.835583,-1.012019,-1.325295,0.157500,1.264484,1.264935,-0.374607,0.927184,-0.104126
1633,28.570277,77.340152,2024-03-01_to_2024-06-30,34.710000,0.676700,-0.092900,-0.274000,-0.369900,0.676700,0.263100,0,30,4,24.200000,4.600000,7.520000,34.590000,0.098700,7.467500,73.300000,4448.900000,45.800000,221.600000,0.750000,132.400000,31.240000,38.450000,4.840000,192.000000,278.200000,0.205100,1000.340000,32.490000,0.330000,-1.290000,-0.086600,26.280000,0.026000,0.446900,3.040000,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1.857633,0.678042,-0.499289,-0.674302,0.738455,-0.235930,0.008769,-0.299370,-0.924503,1.314590,-0.763877,0.581090,-0.568709,0.000000,-0.262785,0.176929,0.319346,0.863960,0.205481,-0.721251,-0.408466,-0.301985,0.500000,-0.964305,0.331498,0.863960,-1.228280,0.711369,-0.594349,0.916250,-0.262785,-0.262946,-0.978148,-0.207912,1.621005
1634,28.484251,77.060133,2024-03-01_to_2024-06-30,38.040000,0.677200,-0.118100,-0.333100,-0.432200,0.677200,0.263300,0,20,6,3.200000,0.970000,6.730000,6.530000,0.070000,6.750000,68.700000,3890.500000,85.200000,245.300000,0.940000,332.500000,34.070000,61.550000,4.890000,247.400000,237.040000,0.322700,1004.310000,123.400000,6.380000,2.040000,0.001000,29.170000,0.004200,0.505800,4.390000,16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.452897,0.678783,-0.642672,0.887011,-0.461749,-0.275785,-0.590616,-0.367520,-0.884775,0.931372,0.264165,0.657693,1.461430,0.000000,0.411725,0.127939,0.280469,0.864516,0.151675,-0.250409,-0.460905,0.242715,0.875000,1.159118,0.283617,0.864516,-1.097381,-0.292944,0.030193,0.858750,0.411725,0.411323,-0.384295,-0.923210,1.664134
1635,28.652573,77.302948,2024-03-01_to_2024-06-30,37.370000,0.147000,0.336600,-0.150200,-0.074300,0.147000,0.109200,1,50,3,654.000000,16.700000,45.650000,762.350000,0.467800,16.695000,6.100000,1607.100000,2135.100000,254.400000,3.580000,254.500000,35.000000,30.210000,1.020000,267.600000,252.850000,0.277600,992.040000,50.150000,31.440000,1.370000,-0.016500,33.690000,0.224600,0.029000,5.930000,11,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.008730,0.107196,0.806946,-0.267238,-0.963630,1.687685,2.006722,1.468170,1.182196,-0.635678,0.658899,0.037586,-1.292879,1.000000,0.276013,0.409373,0.981950,0.274750,0.318190,1.699886,1.164195,-1.440779,0.562500,-0.551813,0.947281,0.274750,0.721430,0.092823,0.742634,0.076250,0.276013,0.276623,-0.041876,-0.999123,-1.673996
1636,28.603719,77.215713,2024-03-01_to_2024-06-30,33.630000,0.250300,-0.105500,-0.081500,-0.015500,0.250300,0.181100,0,40,5,86.500000,4.880000,4.530000,22.110000,-0.075500,5.000000,3.900000,4254.000000,996.000000,218.000000,3.990000,79.500000,34.620000,36.470000,1.030000,45.900000,181.610000,0.481100,1014.870000,110.340000,9.690000,-2.370000,-0.115100,33.190000,0.006000,0.101400,5.450000,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.179892,0.373887,-0.630833,0.182236,0.983255,-0.386772,0.055003,-0.329681,0.033610,1.180834,-0.920035,0.131747,-0.742720,0.000000,-0.481545,0.455611,0.299907,0.389655,0.380736,0.007192,-0.252898,1.691590,0.812500,0.854070,0.040874,0.389655,1.003896,-1.645448,0.520574,0.048750,-0.481545,-0.482315,0.695913,0.718126,-1.665370
1637,28.646163,77.219632,2024-03-01_to_2024-06-30,36.630000,0.738200,-0.158900,-0.115000,-0.170400,0.738200,0.265500,0,30,5,33.000000,2.720000,5.700000,15.500000,-0.066200,5.000000,49.300000,27.500000,91.500000,211.000000,4.120000,114.400000,32.210000,43.620000,4.370000,39.300000,224.310000,0.359100,1013.380000,1.790000,9.310000,0.630000,-0.036200,27.570000,0.003500,0.424500,4.220000,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1.376151,0.686944,-0.647276,-0.413104,0.910684,-0.327747,-0.301656,-0.345735,-0.878423,-1.719724,-1.223676,0.551957,-0.114344,0.000000,0.126122,0.333805,0.217525,0.932369,0.350237,-0.022382,-0.386492,1.487156,0.062500,-1.681378,0.056390,0.932369,1.093459,-0.603559,-0.048453,0.616250,0.126122,0.124989,0.773840,0.633381,1.215599
1638,28.521126,77.219342,2024-03-01_to_2024-06-30,31.110000,0.103100,-0.059400,0.238900,0.253300,0.103100,0.142300,0,80,5,26.700000,0.640000,1.330000,0.850000,-0.100000,5.000000,4.900000,3931.600000,1858.900000,200.600000,3.440000,262.900000,34.550000,26.570000,3.510000,68.000000,319.820000,0.086200,1009.500000,129.940000,8.840000,-4.890000,-0.181200,30.640000,0.084400,0.033000,5.210000,12,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.214638,0.229970,-0.115180,-0.123601,-0.992332,-0.548209,-0.645106,-0.381316,0.903696,0.959578,-1.674800,0.042788,-1.612780,0.000000,-0.991985,0.666981,0.371027,0.225918,0.672433,-0.058960,-0.402224,0.954805,0.625000,1.311876,0.000000,0.225918,0.624977,1.726906,0.409545,0.061250,-0.991985,-0.991095,0.374607,0.927184,0.473793
1639,28.547720,77.232629,2024-03-01_to_2024-06-30,32.840000,0.614600,0.041900,-0.312700,-0.234900,0.614600,0.217500,0,10,2,75.400000,3.700000,1.950000,7.210000,-0.037100,5.000000,46.800000,605.400000,56.900000,204.900000,0.130000,88.100000,35.070000,29.510000,3.680000,312.800000,195.270000,0.442100,1008.620000,86.570000,7.210000,-3.160000,-0.135900,30.420000,0.071700,0.503200,1.520000,17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.043476,0.508902,-0.198710,0.033155,0.999450,-0.516931,-0.139839,-0.365869,-0.913311,-1.323123,-1.488278,0.654311,-1.354398,0.000000,-0.641563,0.283086,0.527306,0.794883,0.170248,-0.185814,-0.280616,0.834065,0.937500,0.298864,0.104938,0.794883,-1.655425,-1.312141,-1.297537,0.585000,-0.641563,-0.642415,0.679441,-0.733730,0.620429
1640,28.612373,77.154083,2024-03-01_to_2024-06-30,35.570000,0.781000,-0.083800,-0.303700,-0.265600,0.781000,0.102800,0,20,5,29.300000,3.310000,8.560000,28.330000,0.029500,5.737500,48.900000,3264.800000,24.700000,280.000000,3.950000,292.700000,35.810000,30.680000,1.370000,118.300000,193.030000,0.448500,1001.990000,96.230000,0.890000,-0.430000,-0.063900,33.750000,0.065300,0.516900,1.400000,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.410792,0.083457,-0.240805,0.385906,-0.922538,-0.183464,-0.204236,-0.314574,-0.945779,0.501967,1.769357,0.672129,-1.251573,0.000000,-0.088587,0.258945,0.333385,0.979978,0.178441,-0.677669,-0.395731,-0.075598,0.125000,0.524497,0.216049,0.979978,0.976339,-1.366798,-1.353052,0.611250,-0.088587,-0.088221,-0.474088,0.880477,-1.372098
1641,28.675561,77.116140,2024-03-01_to_2024-06-30,33.420000,0.668900,-0.228400,-0.272200,-0.244600,0.668900,0.269800,0,20,0,81.800000,4.470000,8.410000,37.590000,-0.095700,5.000000,69.700000,4767.400000,61.600000,207.600000,3.810000,160.100000,33.890000,50.510000,2.510000,148.300000,232.260000,0.336400,1008.260000,92.830000,1.420000,-2.580000,-0.120600,31.430000,0.009700,0.603300,5.790000,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.542244,0.702893,-0.606498,-0.940288,0.340380,-0.191031,-0.012696,-0.292084,-0.908572,1.533170,-1.371159,0.784497,0.491182,0.000000,-0.524081,0.275458,0.110305,0.855284,0.207119,-0.636421,-0.264635,0.784671,0.812500,0.445082,0.007174,0.855284,0.879886,-0.409577,0.677866,0.871250,-0.524081,-0.524649,-0.850811,0.525472,-0.388773
1642,28.658486,77.108523,2024-03-01_to_2024-06-30,33.330000,0.637500,-0.230800,-0.302000,-0.292400,0.637500,0.207600,0,20,6,40.300000,0.230000,3.450000,0.790000,0.037200,5.930000,73.100000,461.600000,86.400000,210.900000,3.470000,195.500000,32.380000,47.970000,4.770000,297.100000,239.550000,0.315600,1007.790000,142.980000,0.140000,-2.670000,-0.122900,27.430000,0.025600,0.569100,4.400000,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.291768,0.472181,-0.501920,-0.963630,-0.267238,-0.441257,-0.712805,-0.381461,-0.883565,-1.421810,-1.228014,0.740018,0.267955,0.000000,-0.542311,0.237871,0.106603,0.820356,0.179989,-0.736037,-0.368263,0.720186,0.125000,1.616457,0.228896,0.820356,0.645646,-0.231700,0.034819,0.913750,-0.542311,-0.542352,0.455545,-0.890213,1.560626
1643,28.502900,77.161736,2024-03-01_to_2024-06-30,34.490000,0.286900,-0.293700,-0.493400,-0.464500,0.286900,0.244700,0,60,2,17.000000,2.420000,0.960000,2.320000,-0.028100,5.000000,10.600000,2817.000000,466.600000,234.800000,3.060000,166.000000,34.390000,46.970000,2.130000,170.600000,226.530000,0.352800,990.890000,99.560000,5.820000,-1.510000,-0.092300,32.200000,0.095400,0.123500,2.170000,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.294058,0.609792,-0.042830,-0.970296,0.241922,-0.566875,-0.351192,-0.377745,-0.500199,0.194651,-0.191296,0.160489,0.180070,0.000000,-0.307347,0.102540,0.009565,0.430367,0.005736,-0.293991,-0.426445,-1.598563,0.312500,0.602277,0.119953,0.430367,0.363179,-0.549390,-0.996832,0.132500,-0.307347,-0.306820,-0.986572,0.163326,-0.716548
